recipeName,ingredients,numberOfIngredients,prepTime,cookTime,totalTime,servings,cuisine,course,diet
Dhaba Style Egg Curry Recipe in Electric Pressure Cooker,"Whole Eggs, Ghee, Cumin Seeds, Mustard Seeds, Asafoetida, Cloves, Bay Leaf, Black Cardamom, Cardamom, Dry Red Chilli, Ginger, Garlic, Onion, Homemade Tomato Puree, Curd, Kashmiri Red Chilli Powder, Turmeric Powder, Coriander Powder, Salt, Water, Coriander",21,30,60,90,4,North Indian Recipes,Dinner,Eggetarian
Rumali Roti Recipe,"All Purpose Flour, Curd, Sunflower Oil, Salt, Lukewarm Water Knead",5,10,25,35,4,Punjabi,Side Dish,Vegetarian
Sabudana Sandige Recipe - Sabudana Vadam Recipe,"Sabudana, Water, Green Chilli, Cumin Seeds, Sesame Seeds, Salt",6,120,40,160,10,South Karnataka,Snack,Vegetarian
Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),"Buttermilk, Bhindi, Raw Banana, Turmeric Powder, Broken Raw Rice, Arhar Dal, Coriander, Ginger, Green Chilli, Fresh Coconut, Mustard Seeds, Dry Red Chilli, Asafoetida, Curry Leaves, Sunflower Oil",15,10,20,30,4,Tamil Nadu,Side Dish,Vegetarian
Pepper Mushroom Stir Fry Recipe,"Button Mushrooms, Green Chilli, Red Yellowgreen Bell Pepper, Ginger, Black Pepper Powder, Turmeric Powder, Garam Masala Powder, Salt, Whole Black Peppercorns, Coriander, Sunflower Oil",11,15,20,35,4,South Indian Recipes,Lunch,Vegetarian
Garlic Crust Vegetable Pizza Recipe,"All Purpose Flour, Active Dry Yeast, Lukewarm Water, Sugar, Garlic, Extra Virgin Olive Oil, Butter, Salt, Dried Oregano, Red Chilli Flakes, Homemade Pizza And Pasta Sauce, Mozzarella Cheese, Onion, Red Yellow And Green Bell Peppers, Baby Corn, Black Olives, Button Mushrooms, Dried Oregano, Red Chilli Flakes",19,10,420,430,3,Italian Recipes,Dinner,Vegetarian
Kashmiri Phool Rogan Josh Recipe - Cauliflower in Red Curry,"Cauliflower, Hung Curd, Fennel Seeds, Cardamom, Black Cardamom, Cloves, Whole Black Peppercorns, Kashmiri Red Chilli Powder, Cinnamon Stick, Salt, Mustard Oil, Cloves, Cardamom, Black Cardamom, Cinnamon Stick, Whole Black Peppercorns, Fennel Seeds, Asafoetida, Dry Ginger Powder, Red Chilli Powder, Salt, Ratan Jot",22,20,60,80,3,Kashmiri,Dinner,Vegetarian
Arugula Watermelon and Feta Salad Recipe,"Arugula Leaves, Watermelon, Feta Cheese, Extra Virgin Olive Oil, Red Wine Vinaigrette, Honey, Salt, Black Pepper Powder, Tabasco Original",9,15,0,15,4,Continental,Appetizer,Vegetarian
Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette Recipe,"Green Zucchini, Carrot, Red Bell Pepper, Walnuts, Extra Virgin Olive Oil, Red Wine Vinaigrette, Extra Virgin Olive Oil, Black Pepper Powder, Salt",9,10,15,25,4,Continental,Side Dish,Vegetarian
Tamil Nadu Style Chicken Salna Recipe,"Chicken, Onion, Tomato, Ginger, Garlic, Curry Leaves, Garam Masala Powder, Red Chilli Powder, Turmeric Powder, Salt, Sunflower Oil, Fennel Seeds, Whole Black Peppercorns, Cinnamon Stick, Cloves, Star Anise, Fresh Coconut",17,10,45,55,4,Tamil Nadu,Lunch,Non Vegeterian
Bengali Style Labra Recipe - Mix Vegetable Sabzi,"Potato, Kaddu, Carrot, Cauliflower, Brinjal, Drumstick, Green Peas, Turmeric Powder, Fresh Coconut, Salt, Sugar, Mustard Oil, Panch Phoran Masala, Bay Leaf, Coriander",15,15,25,40,4,Bengali Recipes,Dinner,Vegetarian
Dal Banjara ,"Black Urad Dal, Chana Dal, Ginger, Green Chili, Tomato, Bay Leaf, Lentil Sugar, Small Spoon Turmeric Powder, Garam Masala Powder, S Of Coriander, Ghee, Cumin Seeds, Dry Red Chilli",13,10,40,50,4,North Indian Recipes,Lunch,High Protein Vegetarian
Prawn Balchao Recipe,"Prawns  Deveined, Onion, Tomato, Curry Leaves, Ginger Garlic Paste, Dry Red Chilli, Whole Black Peppercorns, Cumin Seeds, Turmeric Powder, Mustard Seeds, Cinnamon Stick, Cloves, Sugar, Vinegar, Salt, Sunflower Oil",16,15,30,45,8,Goan Recipes,Lunch,Non Vegeterian
Prawn Masala Rice Recipe,"Basmati Rice, Bay Leaves, Onion, Garlic, Ginger, Soy Sauce, Carrot, Green Chilli Sauce, Red Yellowgreen Bell Pepper, Roasted Tomato Pasta Sauce, Prawns, Butter, Sunflower Oil Fry, Cloves, Whole Black Peppercorns, Cinnamon Powder, Black Pepper Powder, Coriander, Salt, Red Chilli Powder, Turmeric Powder, Salt",22,0,40,40,4,Indian,Lunch,High Protein Non Vegetarian
Chicken Keema Paratha Recipe - Minced Chicken Flat Bread,"Sunflower Oil, Garlic, Onion, Tomato, Green Chilli, Turmeric Powder, Red Chilli Powder, Coriander Powder, Garam Masala Powder, Amchur, Salt, Chicken Breasts, Mint Leaves, Whole Wheat Flour, Salt, Sunflower Oil, Ghee",17,20,30,50,4,Mughlai,Lunch,High Protein Non Vegetarian
Sweet Potato & Neem Leaves Vegetable Curry Recipe,"Sweet Potato, Neem Leaves, Asafoetida, Mustard Seeds, White Urad Dal, Dry Red Chilli, Chana Dal, Sunflower Oil, Salt, Roasted Peanuts",10,20,30,50,4,Indian,Lunch,Vegetarian
Kashmiri Style Chokh Vangun Recipe - Baingan Masala,"Small Brinjal, Onion, Tomato, Cinnamon Stick, Cardamom, Cumin Seeds, Asafoetida, Turmeric Powder, Kashmiri Red Chilli Powder, Coriander Powder, Dry Ginger Powder, Fennel Powder, Tamarind Paste, Coriander, Mustard Oil, Salt",16,15,30,45,4,Kashmiri,Lunch,Vegetarian
South Indian Egg Curry Recipe,"Eggs, Onion, Garlic, Tomato, Coriander Powder, Red Chilli Powder, Turmeric Powder, Garam Masala Powder, Salt, Coriander, Mustard, Cumin Seeds, Oil",13,5,20,25,4,South Indian Recipes,Dinner,Eggetarian
No-Bake Tangy Lemon Pie Recipe,"Digestive Biscuit, Butter, Can Condensed Milk, Butter, Lemon, Lemon Zest, Sugar, Gelatin",8,180,0,180,6,Continental,Dinner,Non Vegeterian
Toffee Banana Recipe (Classic Chinese Dessert),"Ripe Bananas, Sesame Seeds, Sesame Seeds, Sunflower Oil, Chilled Water, All Purpose Flour, Corn Flour, Sunflower Oil, Baking Powder, Sugar, Water",11,10,60,70,6,Chinese,Dessert,Vegetarian
Instant Gor Kairi Lonche Recipe - Sweet Raw Mango Pickle,"Mango, Jaggery, Mustard Seeds, Salt, Mustard Oil, Mustard Seeds, Cumin Seeds, Asafoetida, Turmeric Powder, Red Chilli Powder",10,10,10,20,4,Maharashtrian Recipes,Side Dish,Vegetarian
15 Minutes Mexican Fried Rice Recipe,"Basmati Rice, Onion, Tomato, Whole Black Peppercorns, Clove Garlic, Green Chilli, Cumin Powder, Red Chilli Powder, Paprika Powder, Black Pepper Powder, Extra Virgin Olive Oil",11,5,10,15,2,Mexican,Dinner,Vegetarian
Bottle Gourd Ice Cream Recipe - Lauki Ice Cream,"Bottle Gourd, Milk, Fresh Cream, Ghee, Cardamom Powder, Slivered Almonds",6,600,10,610,3,Indian,Dessert,Vegetarian
Vazhakkai Varuval Recipe- Raw Banana Roast Recipe,"Raw Banana, Red Chilli Powder, Coriander Powder, Turmeric Powder, Sunflower Oil, Mustard Seeds, Asafoetida, Curry Leaves, Dry Red Chilli, Salt",10,10,30,40,4,South Indian Recipes,Lunch,Diabetic Friendly
Peshawari Kala Chana ,"Black, Onion, Tomato, Ginger, Green Chilli, Cinnamon, Large Cardamom, Tablespoon Coriander Powder, Red Chilli Powder, Chickpeas Spices, Pomegranate, Green Coriander, Ghee, Salt",14,30,30,60,4,Pakistani,Lunch,Vegetarian
Karwar Style Kairichi Udid Methi Recipe (Raw Mango Methi Curry),"Mango, Fresh Coconut, White Urad Dal, Methi Seeds, Basmati Rice, Dry Red Chilli, Turmeric Powder, Curry Leaves, Mustard Seeds, Asafoetida, Jaggery, Salt, Coconut Oil",13,10,20,30,4,Karnataka,Dinner,Vegetarian
Pepper Murukku Recipe - South Indian Style Chakli,"Rice Flour, Urad Dal Flour, Butter, Sesame Seeds, Whole Black Peppercorns, Sunflower Oil, Asafoetida, Salt, Sunflower Oil",9,40,20,60,10,South Indian Recipes,Snack,Vegetarian
Orange Mocktail Recipe,"Fresh Orange Juice, Lemon Juice, Sprite, Sugar, Mint Leaves, Ice Cubes, Salt",7,10,10,20,2,Continental,Snack,Vegetarian
Raw Mango Carrot Cucumber Salad Recipe With Peanuts,"Raw Mango, Carrots, Cucumber, Tomato, Peanuts  Compress Take   Coriander Leaves  Finely, Mintfinely, Salt, Black Pepper Powder, Chaat Masala Powder, Cumin Seeds Powder",10,15,0,15,4,Indian,Appetizer,Vegan
Chicken And Shrimp Bánh Xèo Recipe  -Vietnamese Stuffed Crepe,"Rice Flour, Sugar, Salt, Turmeric Powder, Coconut Milk, Chilled Water, Shrimps, Salt, Black Pepper Powder, Lemon Juice, Extra Virgin Olive Oil, Chicken Breasts, Ginger Garlic Paste, Turmeric Powder, Red Chilli Powder, Cumin Powder, Garam Masala Powder, Sunflower Oil, Roasted Tomato Pasta Sauce, Salt, Sugar, Coriander, Green Bell Pepper, Carrots, Cucumber, Onion, Lemon Juice, Extra Virgin Olive Oil, Salt",29,10,55,65,4,Vietnamese,Main Course,Non Vegeterian
Kashmiri Chhir Chot Recipe- Rice Pancakes,"Rice Flour, Salt, Ajwain, Water, Sunflower Oil",5,10,20,30,4,Kashmiri,Snack,Vegetarian
Chow Chow Sambar Recipe (Chayote Squash Sambar),"Arhar Dal, Chow Chow, Tamarind, Onion, Tomato, Sambar Powder, Turmeric Powder, Coriander, Sunflower Oil, Salt, Sesame, Mustard Seeds, Asafoetida, Dry Red Chilli, Curry Leaves",15,10,30,40,4,South Indian Recipes,Lunch,High Protein Vegetarian
Muttaikose Poriyal Recipe -  Purple Cabbage Poriyal | Red Cabbage Sabzi,"Purple Cabbage, Salt, Water, Coconut Oil, Mustard Seeds, White Urad Dal, Curry Leaves, Asafoetida, Green Chilli, Fresh Coconut",10,15,30,45,3,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic)
Basil Pesto Grilled Chicken Recipe,"Chicken Breasts, Fresh Cream, Lemon Juice, Garlic Butter, Basil Leaves, Walnuts, Garlic, Salt, Whole Black Peppercorns, Extra Virgin Olive Oil, Parmesan Cheese",11,70,20,90,1,Continental,Main Course,High Protein Non Vegetarian
Menthya Matvadi Palya Recipe - Madhwa Brahmin Style Methi-Chana Dal Sabzi,"Methi Leaves, Sunflower Oil, Mustard Seeds, Curry Leaves, Dry Red Chilli, Salt, Chana Dal, Fresh Coconut, Dry Red Chilli, Coriander, Curry Leaves, Cumin Seeds, Turmeric Powder, Asafoetida",14,120,15,135,4,Karnataka,Side Dish,Diabetic Friendly
Goan Sorak Curry Recipe,"Fresh Coconut, Kashmiri Dry Red Chilli, Garlic, Onion, Coriander, Cumin Seeds, Turmeric Powder, Water, Sunflower Oil, Kokum, Green Chilli, Jaggery, Salt, Coriander",14,15,15,30,4,Goan Recipes,Dinner,Vegetarian
Stir Fried Tofu and Celery Recipe,"Tofu, Corn Flour, Black Pepper Powder, Soy Sauce, Salt, Onion, Celery, Ginger Garlic Paste, Green Chilli Sauce, Soy Sauce, Sugar, Black Pepper Powder",12,10,15,25,4,Asian,Lunch,Vegan
Ice Wine Panna Cotta Recipe,"Heavy Whipping Cream, Sugar, Lemon Juice, Ice Wine, Blackberries Any Berries For Garnish",5,10,10,20,6,Italian Recipes,Dessert,Vegetarian
Danyachi Amti Recipe (Maharashtrian Style Groundnut Curry),"Raw Peanuts, Water, Sugar, Buttermilk  Pieces Amsul, Cumin Seeds, Ghee, Green Chilli  Finely, Salt, Coriander",9,0,15,15,2,Maharashtrian Recipes,Lunch,Vegetarian
Pacha Payir Kulambu Recipe (South Indian Style Green Gram Curry),"Green Moong Dal, Onion, Tomato, Green Chilli, Dry Red Chilli, Asafoetida, Turmeric Powder, Red Chilli Powder, Coriander Powder, Sambar Powder, Salt, Mustard Seeds, Cumin Seeds, Sunflower Oil",14,140,20,160,4,South Indian Recipes,Lunch,High Protein Vegetarian
Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe,"Whole Wheat Flour, Ragi Flour, Whole Egg, Vanilla Extract, Baking Powder, Nutmeg Powder, Salt, Strawberries, Muesli, Almond Butter",10,10,10,20,4,Continental,World Breakfast,Sugar Free Diet
Palak Bhajia Recipe - Spinach Pakoras,"Spinach Leaves, Gram Flour, Rice Flour, Baking Soda, Asafoetida, Turmeric Powder, Red Chilli Powder, Cumin Powder, Salt, Ajwain",10,10,25,35,4,Indian,Snack,Vegetarian
Chinese Bhel Recipe - No Onion No Garlic,"Wheat Noodles, Carrots, Green Bell Pepper, Green Beans, Soy Sauce, Red Chilli Sauce, Tomato Ketchup, Salt, Whole Black Peppercorns, Coriander",10,30,0,30,2,Fusion,Snack,Vegetarian
Corn Halwa Recipe - Makki Ka Halwa,"Sweet Corn, Milk, Sugar, Ghee, Saffron Strands, Cardamom, Whole Cashews",7,5,20,25,4,Indian,Dessert,Vegetarian
Thandu Keerai Poriyal Recipe - Amaranth Leaves Stir Fry,"Green Amaranth Leaves, Mustard Seeds, Cumin Seeds, White Urad Dal, Curry Leaves, Ssp Asafoetida, Salt, Fresh Coconut",8,20,15,35,4,South Indian Recipes,Lunch,Diabetic Friendly
Kovakka Thoran (Poriyal) Recipe,"Tindora, Fresh Coconut, Green Chilli, Curry Leaves, Cumin Seeds, Mustard Seeds, Turmeric Powder, Salt",8,10,15,25,4,Tamil Nadu,Lunch,Vegetarian
Chicken Tikki Recipe,"Chicken, Onion, Green Coriander, Ginger Garlic Paste, Rice Flour, Salt, Egg, Bread Crumbs, Oil, Garam Masala Powder, Red Chilli Powder, Turmeric Powder, Coriander Powder, Cumin Powder",14,15,10,25,7,Indian,Appetizer,High Protein Non Vegetarian
Red Velvet Cake Recipe,"Butter, Caster Sugar, Vanilla Extract, Whole Eggs, All Purpose Flour, Corn Flour, Baking Powder, Cocoa Powder, Buttermilk, Red Food Color, White Vinegar, Baking Soda, Britannia Cream Cheese, Heavy Whipping Cream, Icing Sugar",15,20,100,120,6,Continental,Dessert,Eggetarian
Karatyacho Fodi Recipe - Pan Fried Bitter Gourd,"Karela, Red Chilli Powder, Turmeric Powder, Tablespoons Sooji, Salt, Tablespoons Extra Virgin Olive Oil Any Cooking Oil",6,20,15,35,4,Goan Recipes,Side Dish,Vegetarian
Jowar Atta Roti Recipe - Sorghum Wheat Phulka Recipe,"Jowar Flour, Whole Wheat Flour, Salt, Black Pepper Powder, Sunflower Oil, Water Knead",6,10,20,30,4,Indian,Lunch,Vegetarian
Cream Cheese Scrambled Eggs Recipe,"Whole Eggs, Onion, Green Chilli, Green Bell Pepper, Cheese Spread, Salt, Black Pepper Powder, Sunflower Oil",8,10,10,20,2,Continental,World Breakfast,Eggetarian
Pavakkai Poriyal Recipe - Karela Ki Sabzi,"Karela, Turmeric Powder, Mustard Seeds, White Urad Dal, Ssp Asafoetida, Curry Leaves, Sambar Powder, Red Chilli Powder, Amchur, Jaggery Moresuit Your, Roasted Peanuts, Sunflower Oil, Coriander, Salt",14,10,40,50,4,South Indian Recipes,Lunch,Vegetarian
Manga Ogre Recipe,"Rice  Cooked, Salt, Raw Mango, Coconut, Rye, Green Chilli, Turmeric Powder, Green Coriander, Jaggery, Oil, Spoon Curry Leaves, Cumin Seeds, Rye, , Asafoetida",15,20,60,80,4,Indian,Lunch,Vegetarian
Lobia Masala Recipe,"Cowpea, Tomato Puree, Onion, Cumin Seeds, Ginger, Tighten   Garlic, Green Chilli, Cinnamon, Turmeric Powder, Coriander Powder, Red Chilli Powder, Garam Masala Powder, Jaggery, Lemon Juice, Salt, Olive Oil, Green Coriander",17,10,35,45,4,North Indian Recipes,Dinner,High Protein Vegetarian
Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,"Rice, Onion, Dry Red Chilli, Sunflower Oil",4,5,25,30,2,Vietnamese,Lunch,Vegetarian
Mixed Vegetable Samosa Recipe,"All Purpose Flour, Sunflower Oil, Ajwain, Lemon Juice, Potato, Green Peas, Carrot, Mustard Seeds, Coriander, Onion, Curry Leaves, Green Chilli, Ginger, Red Chilli Powder, Coriander Powder, Turmeric Powder, Garam Masala Powder, Salt, Sunflower Oil Fry, Salt, Sunflower Oil Fry",21,10,45,55,2,North Indian Recipes,Snack,Vegetarian
Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy,"Mutton, Onion, Tomato, Sunflower Oil, Ghee, Cardamom, Green Chilli, Ginger Garlic Paste, Ginger, Cinnamon Stick, Cumin Seeds, Whole Black Peppercorns, Cumin Powder, Red Chilli Powder, Dry Red Chilli, Salt",16,15,30,45,4,North Indian Recipes,Dinner,Non Vegeterian
Kalkandu (Kallusakkare) Pongal Recipe | Rice Pudding with Rock Candy,"Rice, Milk, Candy Sugar, Ghee, Mixed Dry Fruits  I Used Raisins And Cashews, Saffron Strands, Edible Camphor",7,20,20,40,2,South Indian Recipes,Dessert,Vegetarian
Shakkarkandi ke Laddu | Sweet Potato Laddu Recipe,"Sweet Potato, Sugar, Fresh Coconut, Cardamom Powder, Badam, Cashew Nuts, Raisins, Ghee",8,10,60,70,4,Indian,Dessert,Vegetarian
Carrot Chutney ,"Carrots, Mustard, Good, Dry Red Chilli, Salt, Oil, Mustard, Curry Leaves",8,75,15,90,6,Indian,Side Dish,Vegetarian
Dal Palak Recipe With Moong & Masoor Dal,"Yellow Moong Dal, Masoor Dal, Spinach Leaves, Tomato, Ginger, Turmeric Powder, Cumin Powder, Garam Masala Powder, Salt, Ghee, Cumin Seeds, Dry Red Chilli",12,15,40,55,4,North Indian Recipes,Side Dish,High Protein Vegetarian
Mumbai Style Pani Puri Recipe,"Pani Puris, Green Chutney, Sweet Chutney, Green Moong Dal, Boondi",5,15,15,30,2,North Indian Recipes,Snack,Vegetarian
Spicy Moroccan Eggs Recipe,"Extra Virgin Olive Oil, Onion, Garlic, Harissa Paste, Coriander Powder, Vegetable Stock, Kala Chana, Tomato, Yellow Bell Pepper, Spinach Leaves, Coriander, Whole Eggs, Salt And Pepper",13,15,25,40,2,African,World Breakfast,Eggetarian
Zoodles Salad Recipe - Zucchini Noodles,"Green Zucchini, Extra Virgin Olive Oil, Salt, Black Pepper Powder, Lemon Juice, Basil Leaves, Cherry Tomato",7,15,5,20,2,Continental,Appetizer,Vegetarian
Paneer Makhana Gulgule Chaat Recipe - No Onion No Garlic,"Paneer, Potato, Phool Makhana, Gram Flour, Salt, Cumin Powder, Black Pepper Powder, Green Chilli, Red Chilli Powder, Coriander, Cucumber, Salt, Lemon Juice, Green Chutney, Sweet Chutney",15,10,20,30,4,North Indian Recipes,Appetizer,No Onion No Garlic (Sattvic)
Cheesy Pasta Casserole With Broccoli And Cheese Recipe,"Penne Pasta Any Other Small Pasta, Broccoli, Garlic, Britannia Cream Cheese, Fresh Cream, Milk, Dijon Mustard, Salt And Pepper, Parmesan Cheese, Dill Leaves Basil Herb For Flavour, Extra Virgin Olive Oil",11,20,40,60,4,Italian Recipes,Dinner,Vegetarian
Insalata Caprese Salad Recipe,"Tomato, Mozzarella Cheese, Basil Leaves, Red Wine Vinaigrette, Extra Virgin Olive Oil, Salt, Black Pepper Powder",7,20,0,20,4,Italian Recipes,Appetizer,Vegetarian
Mutton Matar Keema Recipe -Minced Mutton With Green Peas,"Mutton, Curd, Onion, Garlic, Ginger, Potato, Green Peas, Green Chilli, Turmeric Powder, Coriander Powder, Red Chilli Powder, Salt, Sunflower Oil, Coriander, Dry Red Chilli, Bay Leaf, Black Pepper Powder, Cloves, Cinnamon Stick, Cardamom, Black Cardamom, Ajwain",22,10,60,70,5,North Indian Recipes,Lunch,Non Vegeterian
Rajma Wrap Recipe With Carrot Cucumber Sandwich Spread,"Whole Wheat Flour Tortilla Large Roti, Veeba Carrot Cucumber Sandwich Spread, Onion, Mint Leaves, Rajma, Garlic, Eggless Mayonnaise, Veeba Pizza & Pasta Sauce, Sunflower Oil, Salt, Red Bell Pepper",11,20,40,60,2,Indian,Snack,Vegetarian
Palak Chana Dal Recipe,"Chana Dal, Spinach, Water, Turmeric Powder, Salt, Ghee, Asafoetida, Cumin, Dry Red Chilli, Ginger Garlic Paste, Onion, Green Chilli, Tomato, Turmeric Powder, Red Chili Powder, Cumin Powder, Salt",17,20,30,50,2,North Indian Recipes,Lunch,High Protein Vegetarian
Apple Pancake Mess Recipe,"Apple, Tablespoon Butter, Tablespoon Cinnamon Powder, Tablespoon Brown Sugar, Tablespoon Curd, Tablespoon Chia Seeds, Tablespoon Fresh Coconut, Fresh Pomegranate Fruit Kernels, Cup All Purpose Flour, Sugar, Baking Powder, Cup Milk, Salt, Butter, Whole Egg",15,15,20,35,2,Continental,World Breakfast,Vegetarian
French Onion Tart Recipe,"Red Onion, Balsamic Vinegar, Sugar, Salt, Fresh Thyme Leaves, Lemon, Butter, All Purpose Flour, Chilled Butter, Salt, Sugar, Chilled Water",12,30,70,100,2,Continental,Appetizer,Vegetarian
Rajasthani Makki Ka Chatpata Dhokla Recipe,"Garlic, Green Chilli, Coriander, Makki Ka Atta, Baking Soda, Salt, Water",7,10,30,40,6,Rajasthani,Snack,Diabetic Friendly
Garlic And Mushroom Soup Recipe,"Button Mushrooms, Garlic, Leek, Vegetable Stock, Fresh Thyme Leaves, Extra Virgin Olive Oil, Whole Wheat Brown Bread, Button Mushrooms, Tomato, Onion, Salt And Pepper, Extra Virgin Olive Oil, Parsley Leaves, Lemon Wedges",14,15,30,45,4,Continental,Dinner,Vegetarian
Arbi Ke Meethe Chande Recipe,"Colocasia Root, Ghee Deep Fry, Sugar, Water",4,130,20,150,4,Indian,Snack,Vegetarian
"Millet Cottage Cheese Fritters Recipe-Flavored With  Za'atar,","Whole Wheat Brown Bread, Butter, Paneer, Foxtail Millet, Coriander, Za'Atar, Salt, Sesame Seeds",8,10,40,50,4,Continental,Appetizer,Vegetarian
Spicy Whole Wheat Roti Taco Bowls Recipe,"Phulka, Butter Olive Oil For Brushing The Rotis, Cheddar Cheese, Sour Cream, Tomato Salsa Mexican Salsa, Refried Beans",6,10,45,55,2,Fusion,Snack,Vegetarian
Egyptian Koshari Recipe,"Whole Black Peppercorns, Cardamom Powder, Paprika Powder, Cumin Seeds, Coriander, Cloves, Cinnamon Stick, Nutmeg, Rice, Masoor Dal, Macaroni Pasta Vermicelli, Onion, Garlic, Vegetable Stock Watercook, Cumin Seeds, Bay Leaves, Salt, Extra Virgin Olive Oil, Onion, Garlic  Minced, Tomato, Red Wine Vinaigrette, Red Chilli Flakes, Salt And Pepper, Extra Virgin Olive Oil, Onion, Kabuli Chana",27,40,30,70,4,Mediterranean,Dinner,Vegetarian
Shakarkandi Ke Gulab Jamun Recipe (Sweet Potato Gulab Jamun),"Sweet Potato, All Purpose Flour, Cardamom Powder, Salt, Sugar, Ghee Oil, Water, Sugar, Drops Rose Water, Saffron Strands",10,10,40,50,12,North Indian Recipes,Dessert,Vegetarian
Kadai Chicken Recipe - Chicken Cooked With Onion And Capsicum,"Chicken Breasts, Onion, Onion, Green Bell Pepper, Cumin Seeds, Dry Red Chilli, Ginger, Garlic, Homemade Tomato Puree, Red Chilli Powder, Turmeric Powder, Garam Masala Powder, Fresh Cream, Salt, Coriander, Sunflower Oil",16,10,35,45,4,North Indian Recipes,Side Dish,Non Vegeterian
Hayagreeva Recipe,"Chana Dal, Jaggery, Poppy Seeds, Dry Coconut, Cardamom Powder",5,25,20,45,4,Karnataka,Dessert,Vegetarian
Burnt Garlic Pasta with Mushroom Recipe,"Pasta, Salt, Extra Virgin Olive Oil, Water, Onion, Garlic, Button Mushrooms, Cauliflower, Milk, Salt, Black Pepper Powder, Dried Oregano, Parmesan Cheese, Butter, Extra Virgin Olive Oil, Reserved Water",16,10,40,50,3,Italian Recipes,Dinner,Vegetarian
Tomato Garlic Chutney Recipe,"Tomato, Garlic, Green Chilli, Red Chilli Powder, Salt, Mustard Seeds, Sunflower Oil",7,20,10,30,6,Indian,Side Dish,Vegetarian
Neymeen Vatti Pattichathu Recipe - Seer Fish In Spicy Masala,"Seer Fish, Curry Leaves, Tamarind Water, Turmeric Powder, Coconut Milk, Lemon Juice, Salt, Coconut Oil, Onion, Dry Red Chilli, Garlic, Ginger, Green Chilli",13,10,35,45,4,Kerala Recipes,Lunch,High Protein Non Vegetarian
